model_conditions,model_usage,covariate,Deriv,type1,type2,stat,year,prop,soil,depth_int,depth,top_depth,bot_depth
0,0,tpi_1650m,Terrain,topographic position index,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,tpi_1650m,Terrain,topographic position index,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,1,tpi_1650m,Terrain,topographic position index,local relief,,2006-2009,TOC_30_60,TOC,30_60,30-60,30,60
0,4,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,Ca_0_5,Ca,0_5,0-5,0,5
0,8,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,CCE_100_150,CCE,100_150,100-150,100,150
0,4,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,cf_15_30,cf,15_30,15-30,15,30
0,0,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,Mg_60_100,Mg,60_100,60-100,60,100
0,0,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,19,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,P_Olsen_15_30,Olsen P,15_30,15-30,15,30
0,0,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,sand_5_15,sand,5_15,`5-15,5,15
0,0,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,sand_60_100,sand,60_100,60-100,60,100
0,0,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,silt_30_60,silt,30_60,30-60,30,60
0,0,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,7,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,Stock_30_60,Cstock,30_60,30-60,30,60
0,0,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,35,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,TOC_0_5,TOC,0_5,0-5,0,5
0,10,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,TOC_15_30,TOC,15_30,15-30,15,30
0,5,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,TOC_5_15,TOC,5_15,`5-15,5,15
0,10,tpi_170m,Terrain,topographic position index,local relief,,2006-2009,Total N_15_30,Total N,15_30,15-30,15,30
0,0,tpi_1830m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,tpi_1830m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,tpi_1830m,Terrain,topographic position index,local relief,,2006-2009,EC_60_100,EC,60_100,60-100,60,100
0,0,tpi_1830m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,tpi_1830m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,tpi_1830m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,tpi_1830m,Terrain,topographic position index,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,tpi_1830m,Terrain,topographic position index,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,tpi_1830m,Terrain,topographic position index,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,tpi_1830m,Terrain,topographic position index,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,Ca_0_5,Ca,0_5,0-5,0,5
0,34,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,Ca_15_30,Ca,15_30,15-30,15,30
0,23,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,Ca_5_15,Ca,5_15,`5-15,5,15
0,20,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,CEC_0_5,CEC,0_5,0-5,0,5
0,29,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,CEC_15_30,CEC,15_30,15-30,15,30
0,39,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,CEC_5_15,CEC,5_15,`5-15,5,15
0,4,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,cf_5_15,cf,5_15,`5-15,5,15
0,0,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,cf_60_100,cf,60_100,60-100,60,100
0,50,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,clay_0_5,clay,0_5,0-5,0,5
0,0,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
10,10,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,clay_15_30,clay,15_30,15-30,15,30
0,3,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,clay_30_60,clay,30_60,30-60,30,60
0,5,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,clay_60_100,clay,60_100,60-100,60,100
0,0,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,K_100_150,K,100_150,100-150,100,150
0,18,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,K_15_30,K,15_30,15-30,15,30
0,10,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,K_30_60,K,30_60,30-60,30,60
0,0,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,Mg_5_15,Mg,5_15,`5-15,5,15
0,0,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,Na_0_5,Na,0_5,0-5,0,5
0,0,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,15,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,TOC_0_5,TOC,0_5,0-5,0,5
0,5,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,TOC_5_15,TOC,5_15,`5-15,5,15
0,0,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,TOC_60_100,TOC,60_100,60-100,60,100
0,29,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,Total N_0_5,Total N,0_5,0-5,0,5
0,5,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,Total N_15_30,Total N,15_30,15-30,15,30
0,15,tpi_190m,Terrain,topographic position index,local relief,,2006-2009,Total N_5_15,Total N,5_15,`5-15,5,15
0,0,tpi_2010m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,tpi_2010m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,tpi_2010m,Terrain,topographic position index,local relief,,2006-2009,EC_100_150,EC,100_150,100-150,100,150
0,0,tpi_2010m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,tpi_2010m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,tpi_2010m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,tpi_2010m,Terrain,topographic position index,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,tpi_2010m,Terrain,topographic position index,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,tpi_2010m,Terrain,topographic position index,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,tpi_2010m,Terrain,topographic position index,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,buf_pH_60_100,buf_pH,60_100,60-100,60,100
0,10,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,Ca_15_30,Ca,15_30,15-30,15,30
0,4,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,Ca_5_15,Ca,5_15,`5-15,5,15
0,0,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,CCE_100_150,CCE,100_150,100-150,100,150
0,5,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,CEC_0_5,CEC,0_5,0-5,0,5
0,0,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,clay_30_60,clay,30_60,30-60,30,60
0,0,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,clay_60_100,clay,60_100,60-100,60,100
0,0,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,K_30_60,K,30_60,30-60,30,60
0,0,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,K_5_15,K,5_15,`5-15,5,15
0,0,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,9,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,Na_15_30,Na,15_30,15-30,15,30
0,0,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,19,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,sand_15_30,sand,15_30,15-30,15,30
0,0,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,sand_5_15,sand,5_15,`5-15,5,15
0,0,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
10,10,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,TOC_0_5,TOC,0_5,0-5,0,5
10,24,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,TOC_15_30,TOC,15_30,15-30,15,30
0,0,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,TOC_30_60,TOC,30_60,30-60,30,60
0,20,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,TOC_5_15,TOC,5_15,`5-15,5,15
10,20,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,Total N_0_5,Total N,0_5,0-5,0,5
0,0,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,Total N_30_60,Total N,30_60,30-60,30,60
5,12,tpi_210m,Terrain,topographic position index,local relief,,2006-2009,Total N_5_15,Total N,5_15,`5-15,5,15
0,12,tpi_2190m,Terrain,topographic position index,local relief,,2006-2009,cf_150_200,cf,150_200,150-200,150,200
0,0,tpi_2190m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,tpi_2190m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,tpi_2190m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,tpi_2190m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,tpi_2190m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,tpi_2190m,Terrain,topographic position index,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,tpi_2190m,Terrain,topographic position index,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,tpi_2190m,Terrain,topographic position index,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,tpi_2190m,Terrain,topographic position index,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,1,tpi_2190m,Terrain,topographic position index,local relief,,2006-2009,Total N_60_100,Total N,60_100,60-100,60,100
0,45,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,buf_pH_100_150,buf_pH,100_150,100-150,100,150
0,5,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,Ca_100_150,Ca,100_150,100-150,100,150
0,10,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,CCE_150_200,CCE,150_200,150-200,150,200
5,7,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,CCE_60_100,CCE,60_100,60-100,60,100
0,71,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,cf_15_30,cf,15_30,15-30,15,30
0,8,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,cf_30_60,cf,30_60,30-60,30,60
0,0,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,4,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,clay_60_100,clay,60_100,60-100,60,100
0,0,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
39,73,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,K_60_100,K,60_100,60-100,60,100
0,0,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,Mg_100_150,Mg,100_150,100-150,100,150
0,0,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
27,34,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,P_Bray_100_150,Bray P,100_150,100-150,100,150
0,0,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,sand_60_100,sand,60_100,60-100,60,100
0,4,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,silt_100_150,silt,100_150,100-150,100,150
0,0,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,silt_30_60,silt,30_60,30-60,30,60
0,0,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,13,tpi_21m,Terrain,topographic position index,local relief,,2006-2009,TOC_60_100,TOC,60_100,60-100,60,100
0,0,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,buf_pH_60_100,buf_pH,60_100,60-100,60,100
0,4,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,Ca_100_150,Ca,100_150,100-150,100,150
0,8,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,Ca_5_15,Ca,5_15,`5-15,5,15
5,14,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,CEC_5_15,CEC,5_15,`5-15,5,15
0,0,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,clay_0_5,clay,0_5,0-5,0,5
0,0,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,clay_60_100,clay,60_100,60-100,60,100
0,0,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,EC_60_100,EC,60_100,60-100,60,100
0,0,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,K_0_5,K,0_5,0-5,0,5
0,6,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,K_30_60,K,30_60,30-60,30,60
0,0,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,TOC_0_5,TOC,0_5,0-5,0,5
10,10,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,TOC_15_30,TOC,15_30,15-30,15,30
10,20,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,TOC_5_15,TOC,5_15,`5-15,5,15
20,23,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,Total N_0_5,Total N,0_5,0-5,0,5
15,24,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,Total N_15_30,Total N,15_30,15-30,15,30
0,10,tpi_230m,Terrain,topographic position index,local relief,,2006-2009,Total N_5_15,Total N,5_15,`5-15,5,15
0,5,tpi_2370m,Terrain,topographic position index,local relief,,2006-2009,buf_pH_5_15,buf_pH,5_15,`5-15,5,15
0,0,tpi_2370m,Terrain,topographic position index,local relief,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,tpi_2370m,Terrain,topographic position index,local relief,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,tpi_2370m,Terrain,topographic position index,local relief,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,tpi_2370m,Terrain,topographic position index,local relief,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,tpi_2370m,Terrain,topographic position index,local relief,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
